,0
0,0.7074839969662495
1,0.14562002275312855
2,0.007161916838073568
3,0.2579634892438377
4,0.00913134519453925
5,0.006012197235115662
6,4.356642367100872
7,0.17483088232499053
8,0.25019099354910884
9,-5.168047185065605
10,0.30453654929389457
11,3289481.7938312716
12,0.20883215137770192
13,0.005835921337125522
14,-2.206778286781949
15,0.009614400684110732
16,0.0066176807720894956
17,0.05081874996207813
